,Symbol,Security Name,common name
4190,SKIN,The Beauty Health ,
4191,SKOR,FlexShares Credit-Scored US orate Bond Index Fund,
4192,SKWD,Skyward Specialty Insurance Group ,
4193,SKYT,SkyWater Technology ,
4194,SKYU,ProShares Ultra Cloud Computing,
4195,SKYW,SkyWest ,
4196,SKYX,SKYX Platforms ,
4197,SKYY,First Trust Cloud Computing ,
4198,SLAB,Silicon Laboratories ,
4199,SLAC,Social Leverage Acquisition,
4200,SLACU,Social Leverage Acquisition,
4201,SLACW,Social Leverage Acquisition,
4202,SLAM,Slam ,
4203,SLAMU,Slam ,
4204,SLAMW,Slam ,
4205,SLDB,Solid Biosciences ,
4206,SLDP,Solid Power ,
4207,SLDPW,Solid Power ,
4208,SLE,Super League Enterprise ,
4209,SLGC,SomaLogic ,
4210,SLGCW,SomaLogic ,
4211,SLGL,Sol-Gel Technologies ,
4212,SLM,SLM ,
4213,SLMBP,SLM ,
4214,SLN,Silence Therapeutics Plc,
4215,SLNA,Selina Hospitality PLC,
4216,SLNAW,Selina Hospitality PLC,
4217,SLNG,Stabilis Solutions ,
4218,SLNH,Soluna Holdings ,
4219,SLNHP,Soluna Holdings ,
4220,SLNO,Soleno Therapeutics ,
4221,SLP,Simulations Plus ,
4222,SLQD,iShares 0-5 Year Investment Grade orate Bond ,
4223,SLRC,SLR Investment ,
4224,SLRN,ACELYRIN ,
4225,SLRX,Salarius Pharmaceuticals ,
4226,SLS,SELLAS Life Sciences Group,
4227,SLVO,Credit Suisse X-Links Silver Shares Covered Call ETNs due April 21 2033,
4228,SLVR,SilverSPAC ,
4229,SLVRU,SilverSPAC ,
4230,SLVRW,SilverSPAC ,
4231,SMAP,SportsMap Tech Acquisition ,
4232,SMAPU,SportsMap Tech Acquisition ,
4233,SMAPW,SportsMap Tech Acquisition ,
4234,SMBC,Southern Missouri Ban ,
4235,SMBK,SmartFinancial ,
4236,SMCI,Super Micro Computer ,
4237,SMCP,AlphaMark Actively Managed Small Cap ,
4238,SMFL,Smart for Life ,
4239,SMH,VanEck Semiconductor ,
4240,SMID,Smith-Midland ,
4241,SMLR,Semler Scientific ,
4242,SMMF,Summit Financial Group ,
4243,SMMT,Summit Therapeutics,
4244,SMPL,The Simply Good Foods ,
4245,SMRI,Bushido Capital US Equity ,
4246,SMSI,Smith Micro Software ,
4247,SMTC,Semtech ,
4248,SMTI,Sanara MedTech ,
4249,SMX,SMX (Security Matters) Public,
4250,SMXWW,SMX (Security Matters) Public,
4251,SNAL,Snail ,
4252,SNAX,Stryve Foods ,
4253,SNAXW,Stryve Foods ,
4254,SNBR,Sleep Number ,
4255,SNCE,Science 37 Holdings ,
4256,SNCR,Synchronoss Technologies ,
4257,SNCRL,Synchronoss Technologies ,
4258,SNCY,Sun Country Airlines Holdings ,
4259,SND,Smart Sand ,
4260,SNDL,SNDL ,
4261,SNDX,Syndax Pharmaceuticals ,
4262,SNES,SenesTech ,
4263,SNEX,StoneX Group ,
4264,SNFCA,Security National Financial ,
4265,SNGX,Soligenix ,
4266,SNLN,Highland/iBoxx Senior Loan ,
4267,SNOA,Sonoma Pharmaceuticals ,
4268,SNPO,Snap One Holdings ,
4269,SNPS,Synopsys ,
4270,SNPX,Synaptogenix ,
4271,SNSE,Sensei Biotherapeutics ,
4272,SNSR,Global X Internet of Things ,
4273,SNT,Senstar Technologies ,
4274,SNTG,Sentage Holdings ,
4275,SNTI,Senti Biosciences,
4276,SNY,Sanofi,
4277,SOBR,SOBR Safe ,
4278,SOCL,Global X Social Media ,
4279,SOFI,SoFi Technologies,
4280,SOFO,Sonic Foundry ,
4281,SOHO,Sotherly Hotels ,
4282,SOHOB,Sotherly Hotels ,
4283,SOHON,Sotherly Hotels ,
4284,SOHOO,Sotherly Hotels ,
4285,SOHU,Sohu.com,
4286,SOLO,Electrameccanica Vehicles,
4287,SOND,Sonder Holdings ,
4288,SONDW,Sonder Holdings ,
4289,SONM,Sonim Technologies ,
4290,SONN,Sonnet BioTherapeutics Holdings ,
4291,SONO,Sonos ,
4292,SOPA,Society Pass ,
4293,SOPH,SOPHiA GENETICS SA,
4294,SOTK,Sono-Tek ,
4295,SOUN,SoundHound AI ,
4296,SOUNW,SoundHound AI ,
4297,SOVO,Sovos Brands ,
4298,SOXQ,Invesco PHLX Semiconductor ,
4299,SOXX,iShares Semiconductor ,
4300,SP,SP Plus ,
4301,SPAQ,Horizon Kinetics SPAC Active ,
4302,SPBC,Simplify U.S. Equity PLUS GBTC ,
4303,SPC,CrossingBridge Pre-Merger SPAC ,
4304,SPCB,SuperCom ,
4305,SPCX,AXS SPAC and New Issue ,
4306,SPFI,South Plains Financial ,
4307,SPGC,Sacks Parente Golf ,
4308,SPI,SPI Energy,
4309,SPLK,Splunk ,
4310,SPNS,Sapiens InternationalN.V.,
4311,SPOK,Spok Holdings ,
4312,SPPL,SIMPPLE ,
4313,SPRB,Spruce Biosciences ,
4314,SPRC,SciSparc ,
4315,SPRO,Spero Therapeutics ,
4316,SPRX,Spear Alpha ,
4317,SPRY,ARS Pharmaceuticals ,
4318,SPSC,SPS Commerce ,
4319,SPT,Sprout Social ,
4320,SPTN,SpartanNash ,
4321,SPWH,Sportsman's Warehouse Holdings ,
4322,SPWR,SunPower ,
4323,SQFT,Presidio Property Trust ,
4324,SQFTP,Presidio Property Trust ,
4325,SQFTW,Presidio Property Trust ,
4326,SQL,SeqLL ,
4327,SQLLW,SeqLL ,
4328,SQLV,Royce Quant Small-Cap Quality Value ,
4329,SQQQ,ProShares UltraPro Short QQQ,
4330,SRAD,Sportradar Group AG,
4331,SRCE,1st Source ,
4332,SRCL,Stericycle ,
4333,SRDX,Surmodics ,
4334,SRET,Global X SuperDividend REIT ,
4335,SRM,SRM Entertainment ,
4336,SRPT,Sarepta Therapeutics ,
4337,SRRK,Scholar Rock Holding ,
4338,SRTS,Sensus Healthcare ,
4339,SRZN,Surrozen ,
4340,SRZNW,Surrozen ,
4341,SSB,SouthState ,
4342,SSBI,Summit State Bank,
4343,SSBK,Southern States Bancshares ,
4344,SSIC,Silver Spike Investment ,
4345,SSKN,Strata Skin Sciences ,
4346,SSNC,SS&C Technologies Holdings ,
4347,SSNT,SilverSun Technologies ,
4348,SSP,E.W. Scripps(The),
4349,SSRM,SSR Mining ,
4350,SSSS,SuRo Capital ,
4351,SSSSL,SuRo Capital ,
4352,SSTI,SoundThinking ,
4353,SSYS,Stratasys ,
4354,STAA,STAAR Surgical ,
4355,STAF,Staffing 360 Solutions ,
4356,STBA,S&T Ban ,
4357,STBX,Starbox Group Holdings ,
4358,STCN,Steel Connect ,
4359,STEP,StepStone Group ,
4360,STER,Sterling Check ,
4361,STGW,Stagwell ,
4362,STHO,Star Holdings,
4363,STIM,Neuronetics ,
4364,STIX,Semantix ,
4365,STIXW,Semantix ,
4366,STKH,Steakholder Foods ,
4367,STKL,SunOpta ,
4368,STKS,The ONE Group Hospitality ,
4369,STLD,Steel Dynamics ,
4370,STNE,StoneCo ,
4371,STOK,Stoke Therapeutics ,
4372,STRA,Strategic Education ,
4373,STRC,Sarcos Technology and Robotics ,
4374,STRCW,Sarcos Technology and Robotics ,
4375,STRL,Sterling Infrastructure ,
4376,STRM,Streamline Health Solutions ,
4377,STRO,Sutro Biopharma ,
4378,STRR,Star Equity Holdings ,
4379,STRRP,Star Equity Holdings ,
4380,STRS,Stratus Properties ,
4381,STRT,STRATTEC SECURITY ,
4382,STSS,Sharps Technology ,
4383,STSSW,Sharps Technology ,
4384,STTK,Shattuck Labs ,
4385,STX,Seagate Technology Holdings PLC,
4386,STXD,Strive 1000 Dividend Growth ,
4387,STXG,Strive 1000 Growth ,
4388,STXK,Strive Small-Cap ,
4389,STXV,Strive 1000 Value ,
4390,SUNW,Sunworks ,
4391,SUPN,Supernus Pharmaceuticals ,
4392,SURG,SurgePays ,
4393,SURGW,SurgePays ,
4394,SUSB,iShares ESG Aware 1-5 Year USD orate Bond ,
4395,SUSC,iShares ESG Aware USD orate Bond ,
4396,SUSL,iShares ESG MSCI USA Leaders ,
4397,SVA,Sinovac Biotech ,
4398,SVC,Service Properties Trust,
4399,SVFD,Save Foods ,
4400,SVII,Spring Valley Acquisition,
4401,SVIIR,Spring Valley Acquisition,
4402,SVIIU,Spring Valley Acquisition,
4403,SVIIW,Spring Valley Acquisition,
4404,SVRA,Savara ,
4405,SVRE,SaverOne 2014 ,
4406,SVREW,SaverOne 2014 ,
4407,SVVC,Firsthand Technology Value Fund ,
4408,SWAG,Stran &,
4409,SWAGW,Stran &,
4410,SWAV,ShockWave Medical ,
4411,SWBI,Smith & Wesson Brands ,
4412,SWIM,Latham Group ,
4413,SWIN,Solowin Holdings,
4414,SWKH,SWK Holdings ,
4415,SWKS,Skyworks Solutions ,
4416,SWSS,Clean Energy Special Situations,
4417,SWSSU,Clean Energy Special Situations,
4418,SWSSW,Clean Energy Special Situations,
4419,SWTX,SpringWorks Therapeutics ,
4420,SWVL,Swvl Holdings ,
4421,SWVLW,Swvl Holdings ,
4422,SXTC,China SXT Pharmaceuticals ,
4423,SXTP,60 Degrees Pharmaceuticals ,
4424,SXTPW,60 Degrees Pharmaceuticals ,
4425,SY,So-Young International ,
4426,SYBT,Stock Yards Ban ,
4427,SYBX,Synlogic ,
4428,SYM,Symbotic ,
4429,SYNA,Synaptics ,
4430,SYNH,Syneos Health ,
4431,SYPR,Sypris Solutions ,
4432,SYRS,Syros Pharmaceuticals ,
4433,SYT,SYLA Technologies,
4434,SYTA,Siyata Mobile ,
4435,SYTAW,Siyata Mobile ,
4436,SZZL,Sizzle Acquisition ,
4437,SZZLU,Sizzle Acquisition ,
4438,SZZLW,Sizzle Acquisition ,
4439,TACT,TransAct Technologies ,
4440,TAIT,Taitron Components ,
4441,TALK,Talkspace ,
4442,TALKW,Talkspace ,
4443,TALS,Talaris Therapeutics ,
4444,TANH,Tantech Holdings ,
4445,TAOP,Taoping ,
4446,TARA,Protara Therapeutics,
4447,TARK,AXS 2X Innovation ,
4448,TARS,Tarsus Pharmaceuticals ,
4449,TASK,TaskUs ,
4450,TAST,Carrols Restaurant Group ,
4451,TATT,TAT Technologies ,
4452,TAYD,Taylor Devices ,
4453,TBBK,The Ban ,
4454,TBCP,Thunder Bridge Capital Partners ,
4455,TBCPU,Thunder Bridge Capital Partners ,
4456,TBCPW,Thunder Bridge Capital Partners ,
4457,TBIL,US Treasury 3 Month Bill ,
4458,TBIO,Telesis Bio ,
4459,TBLA,Taboola.com ,
4460,TBLAW,Taboola.com ,
4461,TBLD,Thornburg ome Builder Opportunities Trust,
4462,TBLT,ToughBuilt Industries ,
4463,TBLTW,ToughBuilt Industries ,
4464,TBMC,Trailblazer Merger,
4465,TBMCR,Trailblazer Merger,
4466,TBNK,Territorial Ban ,
4467,TBPH,Theravance Biopharma ,
4468,TC,TuanChe ,
4469,TCBC,TC Bancshares ,
4470,TCBI,Texas Capital Bancshares ,
4471,TCBIO,Texas Capital Bancshares ,
4472,TCBK,TriCo Bancshares,
4473,TCBP,TC BioPharm (Holdings) plc,
4474,TCBPW,TC BioPharm (Holdings) plc,
4475,TCBS,Texas Community Bancshares ,
4476,TCBX,Third Coast Bancshares ,
4477,TCHI,iShares MSCI China Multisector Tech ,
4478,TCJH,Top KingWin ,
4479,TCMD,Tactile Systems Technology ,
4480,TCOM,Trip.com Group ,
4481,TCON,TRACON Pharmaceuticals ,
4482,TCPC,BlackRock TCP Capital ,
4483,TCRT,Alaunos Therapeutics ,
4484,TCRX,TScan Therapeutics ,
4485,TCX,Tucows ,
4486,TDIV,First Trust NASDAQ Technology Dividend Index Fund,
4487,TDSA,Cabana Target Drawdown 5 ,
4488,TDSB,Cabana Target Drawdown 7 ,
4489,TDSC,Cabana Target Drawdown 10 ,
4490,TDSD,Cabana Target Drawdown 13 ,
4491,TDSE,Cabana Target Drawdown 16 ,
4492,TDUP,ThredUp ,
4493,TEAM,Atlassian,
4494,TECH,Bio-Techne ,
4495,TECTP,Tectonic Financial ,
4496,TEDU,Tarena International ,
4497,TELA,TELA Bio ,
4498,TENB,Tenable Holdings ,
4499,TENK,TenX Keane Acquisition,
4500,TENKR,TenX Keane Acquisition,
4501,TENKU,TenX Keane Acquisition,
4502,TENX,Tenax Therapeutics ,
4503,TER,Teradyne ,
4504,TERN,Terns Pharmaceuticals ,
4505,TETE,Technology & Telecommunication Acquisition ,
4506,TETEU,Technology & Telecommunication Acquisition ,
4507,TETEW,Technology & Telecommunication Acquisition ,
4508,TFFP,TFF Pharmaceuticals ,
4509,TFIN,Triumph Financial ,
4510,TFINP,Triumph Financial ,
4511,TFSL,TFS Financial ,
4512,TGAA,Target Global Acquisition I ,
4513,TGAAU,Target Global Acquisition I ,
4514,TGAAW,Target Global Acquisition I ,
4515,TGAN,Transphorm ,
4516,TGL,Treasure Global ,
4517,TGTX,TG Therapeutics ,
4518,TGVC,TG Venture Acquisition ,
4519,TGVCU,TG Venture Acquisition ,
4520,TGVCW,TG Venture Acquisition ,
4521,TH,Target Hospitality ,
4522,THCH,TH International ,
4523,THCP,Thunder Bridge Capital Partners IV ,
4524,THCPU,Thunder Bridge Capital Partners IV ,
4525,THCPW,Thunder Bridge Capital Partners IV ,
4526,THFF,First Financialndiana,
4527,THMO,ThermoGenesis Holdings ,
4528,THRD,Third Harmonic Bio ,
4529,THRM,Gentherm ,
4530,THRN,Thorne Healthtech ,
4531,THRX,Theseus Pharmaceuticals ,
4532,THRY,Thryv Holdings ,
4533,THTX,Theratechnologies ,
4534,THWWW,Target Hospitality ,
4535,TIGO,Millicom International Cellular S.A.,
4536,TIGR,UP Fintech Holding ,
4537,TIL,Instil Bio ,
4538,TILE,Interface ,
4539,TIO,Tingo Group ,
4540,TIPT,Tiptree ,
4541,TIRX,TIAN RUIXIANG Holdings ,
4542,TITN,Titan Machinery ,
4543,TIVC,Tivic Health Systems ,
4544,TKLF,Yoshitsu,
4545,TKNO,Alpha Teknova ,
4546,TLF,Tandy Leather Factory ,
4547,TLGY,TLGY Acquisition ,
4548,TLGYU,TLGY Acquisition ,
4549,TLGYW,TLGY Acquisition ,
4550,TLIS,Talis Biomedical ,
4551,TLRY,Tilray Brands ,
4552,TLS,Telos ,
4553,TLSA,Tiziana Life Sciences ,
4554,TLSI,TriSalus Life Sciences ,
4555,TLSIW,TriSalus Life Sciences ,
4556,TLT,iShares 20+ Year Treasury Bond ,
4557,TMC,TMC the metals,
4558,TMCI,Treace Medical Concepts ,
4559,TMCWW,TMC the metals,
4560,TMDX,TransMedics Group ,
4561,TMPO,Tempo Automation Holdings ,
4562,TMPOW,Tempo Automation Holdings ,
4563,TMTC,TMT Acquisition ,
4564,TMTCR,TMT Acquisition ,
4565,TMTCU,TMT Acquisition ,
4566,TMUS,T-Mobile US ,
4567,TNDM,Tandem Diabetes Care ,
4568,TNGX,Tango Therapeutics ,
4569,TNON,Tenon Medical ,
4570,TNONW,Tenon Medical ,
4571,TNXP,Tonix Pharmaceuticals Holding ,
4572,TNYA,Tenaya Therapeutics ,
4573,TOI,The Oncology Institute ,
4574,TOIIW,The Oncology Institute ,
4575,TOMZ,TOMI Environmental Solutions ,
4576,TOP,TOP Financial Group ,
4577,TOPS,TOP Ships ,
4578,TORO,Toro ,
4579,TOUR,Tuniu ,
4580,TOWN,Towne Bank,
4581,TPCS,TechPrecision ,
4582,TPG,TPG ,
4583,TPIC,TPI Composites ,
4584,TPST,Tempest Therapeutics ,
4585,TQQQ,ProShares UltraPro QQQ,
4586,TRDA,Entrada Therapeutics ,
4587,TREE,LendingTree ,
4588,TRHC,Tabula Rasa HealthCare ,
4589,TRIB,Trinity Biotech plc,
4590,TRIN,Trinity Capital ,
4591,TRINL,Trinity Capital ,
4592,TRIP,TripAdvisor ,
4593,TRKA,Troika Media Group ,
4594,TRKAW,Troika Media Group ,
4595,TRMB,Trimble ,
4596,TRMD,TORM plc,
4597,TRMK,Trustmark ,
4598,TRMR,Tremor International ,
4599,TRNR,Interactive Strength ,
4600,TRNS,Transcat ,
4601,TRON,Corner Growth Acquisition2,
4602,TRONU,Corner Growth Acquisition2,
4603,TRONW,Corner Growth Acquisition2,
4604,TROO,TROOPS,
4605,TROW,T. Rowe Price Group ,
4606,TRS,TriMas ,
4607,TRST,TrustCo BankNY,
4608,TRUE,TrueCar ,
4609,TRUP,Trupanion ,
4610,TRVG,trivago N.V.,
4611,TRVI,Trevi Therapeutics ,
4612,TRVN,Trevena ,
4613,TSAT,Telesat ,
4614,TSBK,Timberland Ban ,
4615,TSBX,Turnstone Biologics ,
4616,TSCO,Tractor Supply ,
4617,TSDD,GraniteShares 1.5x Short TSLA Daily ,
4618,TSEM,Tower Semiconductor ,
4619,TSHA,Taysha Gene Therapies ,
4620,TSL,GraniteShares 1.25x Long TSLA Daily ,
4621,TSLA,Tesla,
4622,TSLL,Direxion Daily TSLA Bull 1.5X Shares,
4623,TSLQ,AXS TSLA Bear Daily ,
4624,TSLR,GraniteShares 1.75x Long TSLA Daily ,
4625,TSLS,Direxion Daily TSLA Bear 1X Shares,
4626,TSP,TuSimple Holdings ,
4627,TSRI,TSR ,
4628,TSVT,2seventy bio ,
4629,TTD,The Trade Desk ,
4630,TTEC,TTEC Holdings ,
4631,TTEK,Tetra Tech ,
4632,TTGT,TechTarget ,
4633,TTMI,TTM Technologies ,
4634,TTNP,Titan Pharmaceuticals ,
4635,TTOO,T2 Biosystems ,
4636,TTSH,Tile Shop Holdings ,
4637,TTWO,Take-Two Interactive Software ,
4638,TUG,STF Tactical Growth ,
4639,TUGN,STF Tactical Growth & ome ,
4640,TUR,iShares MSCI Turkey ,
4641,TURN,180 Degree Capital ,
4642,TUSK,Mammoth Energy Services ,
4643,TVTX,Travere Therapeutics ,
4644,TW,Tradeweb Markets ,
4645,TWEB,SoFi Web 3 ,
4646,TWIN,Twin Disc ,
4647,TWKS,Thoughtworks Holding ,
4648,TWLV,Twelve Seas Investment,
4649,TWLVU,Twelve Seas Investment,
4650,TWLVW,Twelve Seas Investment,
4651,TWNK,Hostess Brands ,
4652,TWOU,2U ,
4653,TWST,Twist Bioscience ,
4654,TXG,10x Genomics ,
4655,TXMD,TherapeuticsMD ,
4656,TXN,Texas Instruments ,
4657,TXRH,Texas Roadhouse ,
4658,TYGO,Tigo Energy ,
4659,TYRA,Tyra Biosciences ,
4660,TZOO,Travelzoo,
4661,UAE,iShares MSCI UAE ,
4662,UAL,United Airlines Holdings ,
4663,UBCP,United Ban ,
4664,UBFO,United Security Bancshares,
4665,UBND,VictoryShares Core Plus Intermediate Bond ,
4666,UBSI,United Bankshares ,
4667,UBX,Unity Biotechnology ,
4668,UCAR,U Power ,
4669,UCBI,United Community Banks ,
4670,UCBIO,United Community Banks ,
4671,UCL,uCloudlink Group ,
4672,UCRD,VictoryShares orate Bond ,
4673,UCTT,Ultra Clean Holdings ,
4674,UCYB,ProShares Ultra Nasdaq Cybersecurity,
4675,UDMY,Udemy ,
4676,UEIC,Universal Electronics ,
4677,UEVM,VictoryShares Emerging Markets Value Momentum ,
4678,UFCS,United Fire Group ,
4679,UFIV,US Treasury 5 Year Note ,
4680,UFO,Procure Space ,
4681,UFPI,UFP Industries ,
4682,UFPT,UFP Technologies ,
4683,UG,United-Guardian ,
4684,UGRO,urban-gro ,
4685,UHG,United Homes Group ,
4686,UHGWW,United Homes Group ,
4687,UITB,VictoryShares Core Intermediate Bond ,
4688,UIVM,VictoryShares International Value Momentum ,
4689,UK,Ucommune International,
4690,UKOMW,Ucommune International,
4691,ULBI,Ultralife ,
4692,ULCC,Frontier Group Holdings ,
4693,ULH,Universal Logistics Holdings ,
4694,ULTA,Ulta Beauty ,
4695,ULVM,VictoryShares US Value Momentum ,
4696,UMBF,UMB Financial ,
4697,UMMA,Wahed Dow Jones Islamic World ,
4698,UNB,Union Bankshares ,
4699,UNCY,Unicycive Therapeutics ,
4700,UNIT,Uniti Group ,
4701,UNIY,WisdomTree Voya Yield Enhanced USD Universal Bond Fund,
4702,UNTY,Unity Ban ,
4703,UONE,Urban One,
4704,UONEK,Urban One,
4705,UPBD,Upbound Group ,
4706,UPC,Universe Pharmaceuticals ,
4707,UPGR,Xtrackers US Green Infrastructure Select Equity ,
4708,UPLD,Upland Software ,
4709,UPST,Upstart Holdings ,
4710,UPTD,TradeUP Acquisition ,
4711,UPTDU,TradeUP Acquisition ,
4712,UPTDW,TradeUP Acquisition ,
4713,UPWD,JPMorgan Social Advancement ,
4714,UPWK,Upwork ,
4715,UPXI,Upexi ,
4716,URBN,Urban Outfitters ,
4717,URGN,UroGen Pharma ,
4718,URNJ,Sprott Junior Uranium Miners ,
4719,UROY,Uranium Royalty ,
4720,USAP,Universal Stainless & Alloy Products ,
4721,USAU,U.S. Gold ,
4722,USBF,iShares USD Bond Factor ,
4723,USCB,USCB Financial Holdings,
4724,USCL,iShares Climate Conscious & Transition MSCI USA ,
4725,USCT,TKB Critical Technologies 1,
4726,USCTU,TKB Critical Technologies 1,
4727,USCTW,TKB Critical Technologies 1,
4728,USEA,United Maritime ,
4729,USEG,U.S. Energy ,
4730,USFI,BrandywineGLOBAL,
4731,USGO,U.S. GoldMining ,
4732,USGOW,U.S. GoldMining ,
4733,USIG,iShares Broad USD Investment Grade orate Bond ,
4734,USIO,Usio ,
4735,USLM,United States Lime & Minerals ,
4736,USMC,Pripal U.S. Mega-Cap ,
4737,USOI,Credit Suisse X-Links Crude Oil Shares Covered Call ETN,
4738,USTB,VictoryShares Short-Term Bond ,
4739,USVM,VictoryShares US Small Mid Cap Value Momentum ,
4740,USVN,US Treasury 7 Year Note ,
4741,USXF,iShares ESG Advanced MSCI USA ,
4742,UTAA,UTA Acquisition ,
4743,UTAAU,UTA Acquisition ,
4744,UTEN,US Treasury 10 Year Note ,
4745,UTHR,United Therapeutics ,
4746,UTHY,US Treasury 30 Year Bond ,
4747,UTMD,Utah Medical Products ,
4748,UTRE,US Treasury 3 Year Note ,
4749,UTRS,Minerva Surgical ,
4750,UTSI,UTStarcom Holdings ,
4751,UTWO,US Treasury 2 Year Note ,
4752,UTWY,US Treasury 20 Year Bond ,
4753,UVSP,Univest Financial ,
4754,UXIN,Uxin ,
4755,VABK,Virginia National Bankshares ,
4756,VACC,Vaccitech plc,
4757,VALN,Valneva SE,
4758,VALU,Value Line ,
4759,VANI,Vivani Medical,
4760,VAQC,Vector Acquisition,
4761,VAXX,Vaxxinity ,
4762,VBFC,Village Bank and Trust Financial ,
4763,VBIV,VBI Vaccines ,
4764,VBLT,Vascular Biogenics ,
4765,VBNK,VersaBank,
4766,VBTX,Veritex Holdings ,
4767,VC,Visteon ,
4768,VCEL,Vericel ,
4769,VCIG,VCI Global ,
4770,VCIT,Vanguard Intermediate-Term orate Bond ,
4771,VCLT,Vanguard Long-Term orate Bond ,
4772,VCNX,Vaccinex ,
4773,VCSA,Vacasa ,
4774,VCSH,Vanguard Short-Term orate Bond ,
4775,VCTR,Victory Capital Holdings ,
4776,VCXA,10X Capital Venture Acquisition,
4777,VCXAU,10X Capital Venture Acquisition,
4778,VCXAW,10X Capital Venture Acquisition,
4779,VCYT,Veracyte ,
4780,VECO,Veeco Instruments ,
4781,VEDU,Visionary Education Technology Holdings Group ,
4782,VEEE,Twin Vee PowerCats ,
4783,VEON,VEON ,
4784,VERA,Vera Therapeutics ,
4785,VERB,Verb Technology,
4786,VERBW,Verb Technology,
4787,VERI,Veritone ,
4788,VERO,Venus Concept,
4789,VERU,Veru ,
4790,VERV,Verve Therapeutics ,
4791,VERX,Vertex ,
4792,VERY,Vericity ,
4793,VEV,Vicinity Motor ,
4794,VFF,Village Farms International ,
4795,VFLO,VictoryShares Free Cash Flow ,
4796,VFS,VinFast Auto ,
4797,VFSWW,VinFast Auto ,
4798,VGAS,Verde Clean Fuels ,
4799,VGASW,Verde Clean Fuels ,
4800,VGIT,Vanguard Intermediate-Term Treasury ,
4801,VGLT,Vanguard Long-Term Treasury ,
4802,VGSH,Vanguard Short-Term Treasury ,
4803,VHNA,Vahanna Tech Edge Acquisition I ,
4804,VHNAU,Vahanna Tech Edge Acquisition I ,
4805,VHNAW,Vahanna Tech Edge Acquisition I ,
4806,VIA,Via Renewables ,
4807,VIASP,Via Renewables ,
4808,VIAV,Viavi Solutions ,
4809,VICR,Vicor ,
4810,VIEW,View ,
4811,VIEWW,View ,
4812,VIGI,Vanguard International Dividend Appreciation ,
4813,VIGL,Vigil Neuroscience ,
4814,VII,7GC &Holdings ,
4815,VIIAU,7GC &Holdings ,
4816,VIIAW,7GC &Holdings ,
4817,V,Verx Pharma ,
4818,VINO,Gaucho Group Holdings ,
4819,VINP,Vi Partners Investments ,
4820,VIOT,Viomi Technology,
4821,VIR,Vir Biotechnology ,
4822,VIRC,Virco Manufacturing ,
4823,VIRI,Virios Therapeutics ,
4824,VIRT,Virtu Financial ,
4825,VIRX,Viracta Therapeutics ,
4826,VISL,Vislink Technologies ,
4827,VITL,Vital Farms ,
4828,VIVK,Vivakor ,
4829,VJET,voxeljet AG,
4830,VKTX,Viking Therapeutics ,
4831,VLCN,Volcon ,
4832,VLGEA,Village Super Market ,
4833,VLY,Valley National Ban,
4834,VLYPO,Valley National Ban,
4835,VLYPP,Valley National Ban,
4836,VMAR,Vision Marine Technologies ,
4837,VMBS,Vanguard Mortgage-Backed Securities ,
4838,VMCA,Valuence Merger,
4839,VMCAU,Valuence Merger,
4840,VMCAW,Valuence Merger,
4841,VMD,Viemed Healthcare ,
4842,VMEO,Vimeo ,
4843,VNDA,Vanda Pharmaceuticals ,
4844,VNET,VNET Group ,
4845,VNOM,Viper Energy Partners LP,
4846,VNQI,Vanguard Global ex-U.S. Real Estate ,
4847,VOD,Vodafone Group Plc,
4848,VONE,Vanguard Russell 1000 ,
4849,VONG,Vanguard Russell 1000 Growth ,
4850,VONV,Vanguard Russell 1000 Value ,
4851,VOR,Vor Biopharma ,
4852,VOXR,Vox Royalty ,
4853,VOXX,VOXX International ,
4854,VPN,Global X Data Center REITs & Digital Infrastructure ,
4855,VQS,VIQ Solutions ,
4856,VR,Global X Metaverse ,
4857,VRA,Vera Bradley ,
4858,VRAR,The Glimpse Group ,
4859,VRAX,Virax Biolabs Group ,
4860,VRCA,Verrica Pharmaceuticals ,
4861,VRDN,Viridian Therapeutics,
4862,VREX,Varex Imaging ,
4863,VRIG,Invesco Variable Rate Investment Grade ,
4864,VRM,Vroom ,
4865,VRME,VerifyMe ,
4866,VRMEW,VerifyMe ,
4867,VRNA,Verona Pharma plc,
4868,VRNS,Varonis Systems ,
4869,VRNT,Verint Systems ,
4870,VRPX,Virpax Pharmaceuticals ,
4871,VRRM,Verra Mobility ,
4872,VRSK,Verisk Analytics ,
4873,VRSN,VeriSign ,
4874,VRTS,Virtus Investment Partners ,
4875,VRTX,Vertex Pharmaceuticals ,
4876,VS,Versus Systems ,
4877,VSAC,Vision Sensing Acquisition ,
4878,VSACU,Vision Sensing Acquisition ,
4879,VSACW,Vision Sensing Acquisition ,
4880,VSAT,ViaSat ,
4881,VSDA,VictoryShares Dividend Accelerator ,
4882,VSEC,VSE ,
4883,VSMV,VictoryShares US Multi-Factor Minimum Volatility ,
4884,VSSYW,Versus Systems ,
4885,VSTA,Vasta Platform ,
4886,VSTM,Verastem ,
4887,VTC,Vanguard Total orate Bond ,
4888,VTGN,VistaGen Therapeutics ,
4889,VTHR,Vanguard Russell 3000 ,
4890,VTIP,Vanguard Short-Term Inflation-Protected Securities Index FundShares,
4891,VTNR,Vertex Energy ,
4892,VTRS,Viatris ,
4893,VTRU,Vitru ,
4894,VTSI,VirTra ,
4895,VTVT,vTv Therapeutics ,
4896,VTWG,Vanguard Russell 2000 Growth ,
4897,VTWO,Vanguard Russell 2000 ,
4898,VTWV,Vanguard Russell 2000 Value ,
