,key,value
3247,NTCT,"{'NetScout Systems ', 'NetScout'}"
3248,NTES,"{'NetEase ', 'NetEase'}"
3249,NTGR,"{'NETGEAR ', 'NETGEAR'}"
3250,NTIC,"{'Northern Technologies International ', 'Northern Technologies International'}"
3251,NTLA,"{'Intellia', 'Intellia Therapeutics '}"
3252,NTNX,"{'Nutanix', 'Nutanix '}"
3253,NTRA,"{'Natera ', 'Natera'}"
3254,NTRB,"{'Nutriband ', 'Nutriband'}"
3255,NTRBW,"{'Nutriband ', 'Nutriband'}"
3256,NTRS,"{'Northern Trust', 'Northern Trust '}"
3257,NTRSO,"{'Northern Trust', 'Northern Trust '}"
3258,NTWK,"{'NETSOL', 'NETSOL Technologies '}"
3259,NTZG,"{'Nuveen', 'Nuveen Global Net Zero Transition '}"
3260,NUBI,"{'Nubia', 'Nubia Brand International '}"
3261,NUBIU,"{'Nubia', 'Nubia Brand International '}"
3262,NUBIW,"{'Nubia', 'Nubia Brand International '}"
3263,NURO,"{'Quell', 'NeuroMetrix '}"
3264,NUTX,"{'Nutex Health ', 'Nutex'}"
3265,NUVL,"{'Nuvalent ', 'Nuvalent'}"
3266,NUWE,"{'Nuwellis', 'Nuwellis '}"
3267,NUZE,"{'Coffee company', 'NuZee '}"
3268,NVAC,"{'NorthView Acquisition ', 'NorthView'}"
3269,NVACR,"{'NorthView Acquisition ', 'NorthView'}"
3270,NVACW,"{'NorthView Acquisition ', 'NorthView'}"
3271,NVAX,"{'Vaxx', 'Novavax '}"
3272,NVCR,"{'NovoCure ', 'NovoCure'}"
3273,NVCT,"{'Nuvectis Pharma ', 'Nuvectis'}"
3274,NVD,"{'GraniteShares 1.5x Short NVDA Daily ', 'GraniteShares'}"
3275,NVDA,"{'NVIDIA ', 'NVIDIA'}"
3276,NVDD,"{'Direxion', 'Direxion Daily NVDA Bear 1X Shares'}"
3277,NVDL,"{'GraniteShares', 'GraniteShares 1.5x Long NVDA Daily '}"
3278,NVDS,"{'AXS 1.25X NVDA Bear Daily ', 'NVIDIA'}"
3279,NVDU,"{'Direxion Daily NVDA Bull 1.5X Shares', 'Direxion'}"
3280,NVEC,"{'NVE ', 'NVE'}"
3281,NVEE,"{'NV5', 'NV5 Global '}"
3282,NVEI,"{'Nuvei ', 'Payment processor'}"
3283,NVFY,"{'Nova Lifestyle ', 'Nova'}"
3284,NVIV,"{'InVivo Therapeutics Holdings ', 'InVivo Therapeutics'}"
3285,NVMI,"{'Nova ', 'Sorry, but I need more information to answer your question. Which company are you referring to?'}"
3286,NVNO,"{'enVVeno Medical ', 'Common name: enVVeno'}"
3287,NVOS,"{'Novo Integrated Sciences ', 'Novo'}"
3288,NVTS,"{'Navitas Semiconductor ', 'Navitas Semiconductor'}"
3289,NVVE,"{'Nuvve Holding ', 'Nuvve'}"
3290,NVVEW,"{'Nuvve Holding ', 'Nuvve'}"
3291,NVX,"{'Common name: Novonix', 'NOVONIX '}"
3292,NWBI,"{'Northwest', 'Northwest Bancshares '}"
3293,NWE,"{'New England Wire', 'NorthWestern '}"
3294,NWFL,"{'Norwood Financial ', 'Norwood Financial'}"
3295,NWGL,"{'Nature Wood Group ', 'Wood Group'}"
3296,NWL,"{'Newell Brands ', 'Newell'}"
3297,NWLI,"{'National Western Life Group ', 'National Western Life Group'}"
3298,NWPX,"{'Northwest Pipe', 'Northwest Pipe '}"
3299,NWS,"{'National Weather Service', 'News '}"
3300,NWSA,"{'New World Symphony', 'News '}"
3301,NWTN,"{'NewTech', 'NWTN '}"
3302,NWTNW,"{'Northwest', 'NWTN '}"
3303,NXGL,"{'NexGel', 'NexGel '}"
3304,NXGLW,"{'NexGel', 'NexGel '}"
3305,NXGN,"{'NextGen Healthcare ', 'NextGen'}"
3306,NXL,"{'Nexalin Technology ', 'Nexalin'}"
3307,NXLIW,"{'Nexalin Technology ', 'Nexalin'}"
3308,NXPI,"{'NXP Semiconductors N.V.', 'NXP'}"
3309,NXPL,"{'NextPlat', 'NextPlat '}"
3310,NXPLW,"{'NextPlat', 'NextPlat '}"
3311,NXST,"{'Nexstar Media Group ', 'Nexstar'}"
3312,NXT,"{'NextTracker', 'Nextracker '}"
3313,NXTC,"{'NextCure ', 'NextCure'}"
3314,NXTG,"{'First Trust', 'First Trust Indxx NextG '}"
3315,NXTP,"{'NextPlay', 'NextPlay Technologies '}"
3316,NXU,"{'Nxu', ""Sorry, but I can't generate a response without more information. Could you please provide the full name of the company you are""}"
3317,NYAX,"{'Cashless payments', 'Nayax '}"
3318,NYMT,"{'NYMT', 'New York Mortgage Trust '}"
3319,NYMTL,"{'NYMT', 'New York Mortgage Trust '}"
3320,NYMTM,"{'NYMT', 'New York Mortgage Trust '}"
3321,NYMTN,"{'NYMT', 'New York Mortgage Trust '}"
3322,NYMTZ,"{'NYMT', 'New York Mortgage Trust '}"
3323,NYXH,"{'Nyxoah', 'Nyxoah SA'}"
3324,NZAC,"{'SPDR MSCI ACWI Climate Paris Aligned ', 'SPDR'}"
3325,NZRO,"{'Strategy Shares', 'Strategy Shares Halt Climate Change '}"
3326,NZUS,"{'SPDR', 'SPDR MSCI USA Climate Paris Aligned '}"
3327,OABI,"{'OmniAb', 'OmniAb '}"
3328,OABIW,"{'OmniAb', 'OmniAb '}"
3329,OAKU,"{'Oak Woods', 'Oak Woods Acquisition '}"
3330,OAKUR,"{'Oak Woods', 'Oak Woods Acquisition '}"
3331,OAKUU,"{'Oak Woods', 'Oak Woods Acquisition '}"
3332,OAKUW,"{'Oak Woods', 'Oak Woods Acquisition '}"
3333,OB,"{'Outbrain ', 'Outbrain'}"
3334,OBIL,"{'US Treasury 12 Month Bill ', 'Treasury'}"
3335,OBIO,"{'Orchestra BioMed', 'Orchestra BioMed Holdings '}"
3336,OBLG,"{'Oblong ', 'OBLG'}"
3337,OBT,"{'Orange County Ban', 'Orange County Ban '}"
3338,OCAX,"{'OCA', 'OCA Acquisition '}"
3339,OCAXU,"{'OCA', 'OCA Acquisition '}"
3340,OCAXW,"{'OCA Acquisition', 'OCA Acquisition '}"
3341,OCC,"{'Optical Cable', 'Optical Cable '}"
3342,OCCI,{'OFS Credit'}
3343,OCCIN,{'OFS Credit'}
3344,OCCIO,"{'OCCIO', 'OFS Credit'}"
3345,OCEA,"{'Ocean Biomedical ', 'Ocean Bio'}"
3346,OCEAW,"{'OceanBio', 'Ocean Biomedical '}"
3347,OCFC,"{'OceanFirst Financial ', 'OceanFirst'}"
3348,OCFCP,"{'OceanFirst Financial ', 'OceanFirst'}"
3349,OCG,"{'Oriental Culture Holding ', 'Oriental Culture'}"
3350,OCGN,"{'Ocugen', 'Ocugen '}"
3351,OCS,"{'Oculis Holding AG', 'Oculis'}"
3352,OCSAW,"{'Oculis Holding AG', 'Oculis'}"
3353,OCSL,"{'Oaktree Specialty Lending ', 'Oaktree Specialty Lending'}"
3354,OCTO,"{'Eightco', 'Eightco Holdings '}"
3355,OCUL,"{'Ocular Therapeutix ', 'Ocular Therapeutix'}"
3356,OCUP,"{'Ocuphire', 'Ocuphire Pharma '}"
3357,OCX,"{'Oncocyte ', 'OncoCyte'}"
3358,ODD,"{'ODDITY Tech ', 'ODDITY'}"
3359,ODDS,"{'Pacer BlueStar Digital Entertainment ', 'BlueStar'}"
3360,ODFL,"{'Old Dominion Freight Line ', 'ODFL'}"
3361,ODP,"{'Open Directory Project', 'The ODP '}"
3362,ODVWW,"{'Osisko Dev', 'Osisko Development '}"
3363,OESX,"{'Orion Energy Systems ', 'Orion'}"
3364,OFIX,"{'Orthofix', 'Orthofix Medical'}"
3365,OFLX,"{'Omega Flex', 'Omega Flex '}"
3366,OFS,"{'OFS Capital ', 'OFS'}"
3367,OFSSH,"{'OFS Capital ', 'OFS'}"
3368,OGI,"{'Organigram Holdings ', 'Organigram'}"
3369,OHAA,"{""Sorry, but I can't generate a response based on the given text. Could you please provide more information or context about the"", 'OPY Acquisition'}"
3370,OHAAU,{'OPY Acquisition'}
3371,OHAAW,"{'Company: OHAAW\nCommon name: OH', 'OPY Acquisition'}"
3372,OKTA,"{'Okta ', 'OKTA'}"
3373,OKYO,"{'OKYO', 'OKYO Pharma '}"
3374,OLB,"{'OLB Group', 'The OLB Group '}"
3375,OLED,"{'Universal Display ', 'Universal Display'}"
3376,OLIT,"{'OmniLit Acquisition ', 'OmniLit'}"
3377,OLITU,"{'OmniLit Acquisition ', 'OmniLit'}"
3378,OLITW,"{'OmniLit Acquisition ', 'OmniLit'}"
3379,OLK,"{'Olink Holding AB (publ)', 'Olink'}"
3380,OLLI,"{""Ollie's"", ""Ollie's Bargain Outlet Holdings ""}"
3381,OLMA,"{'Olema Pharmaceuticals ', 'Olema Pharmaceuticals'}"
3382,OLPX,"{'Olaplex', 'Olaplex Holdings '}"
3383,OM,"{'Outset Medical ', 'Outset Medical'}"
3384,OMAB,"{'Grupo Aeroportuario del Centro Norte S.A.B. de C.V.', 'OMA'}"
3385,OMCL,"{'Omnicell', 'Omnicell '}"
3386,OMER,"{'Omeros', 'Omeros '}"
3387,OMEX,"{'Odyssey Marine Exploration ', 'Odyssey Marine'}"
3388,OMGA,"{'Omega', 'Omega Therapeutics '}"
3389,OMH,"{'Ohmyhome ', 'Ohmyhome'}"
3390,OMIC,"{'Singular Genomics Systems ', 'Singular Genomics'}"
3391,OMQS,"{'OMNIQ', 'OMNIQ '}"
3392,ON,"{'ON Semiconductor ', 'ON Semi'}"
3393,ONB,"{'Old National Ban', 'Old National Bank'}"
3394,ONBPO,"{'Old National Ban', 'Old National Bank'}"
3395,ONBPP,"{'Old National Ban', 'Old National Bank'}"
3396,ONCT,"{'Oncternal', 'Oncternal Therapeutics'}"
3397,ONCY,"{'Oncolytics Biotech ', 'Oncolytics Biotech'}"
3398,ONDS,"{'Ondas Holdings ', 'Ondas Holdings'}"
3399,ONEQ,"{'Fidelity Nasdaq Composite Index ', 'Fidelity'}"
3400,ONEW,"{'Boat retailer', 'OneWater Marine '}"
3401,ONFO,"{'Onfolio', 'Onfolio Holdings '}"
3402,ONFOW,"{'Onfolio', 'Onfolio Holdings '}"
3403,ONTX,"{'Onconova Therapeutics ', 'Onconova'}"
3404,ONVO,"{'Organovo', 'Organovo Holdings '}"
3405,ONYX,"{'Onyx Acquisition', 'Onyx'}"
3406,ONYXU,"{'Onyx Acquisition', 'Onyx'}"
3407,ONYXW,"{'Onyx Acquisition', 'Onyx'}"
3408,OP,"{'OceanPal', 'OceanPal '}"
3409,OPAL,"{'OPAL', 'OPAL Fuels '}"
3410,OPBK,{'OP Ban'}
3411,OPCH,"{'Option Care', 'Option Care Health '}"
3412,OPEN,"{'Opendoor Technologies', 'Opendoor'}"
3413,OPGN,"{'OpGen ', 'OpGen'}"
3414,OPHC,"{'OptimumBank', 'OptimumBank Holdings '}"
3415,OPI,"{'Office Properties ome Trust', 'Office Properties Trust'}"
3416,OPINL,"{'Common name: Office Properties Trust', 'Office Properties ome Trust'}"
3417,OPK,"{'Opko Health ', 'Opko'}"
3418,OPOF,"{'OPPO', 'Old Point Financial '}"
3419,OPRA,"{'Opera', 'Opera '}"
3420,OPRT,"{'Oportun', 'Oportun Financial '}"
3421,OPRX,"{'OptimizeRx', 'OptimizeRx '}"
3422,OPT,"{'Opthea ', 'Opthea'}"
3423,OPTN,"{'OptiNose', 'OptiNose '}"
3424,OPXS,"{'Optex Systems Holdings', 'Optex Systems Holdings '}"
3425,ORGN,"{'Origin Materials ', 'Origin'}"
3426,ORGNW,"{'Origin Materials ', 'Origin'}"
3427,ORGO,"{'Organogenesis', 'Organogenesis Holdings'}"
3428,ORGS,"{'Orgenesis ', 'Orgenesis'}"
3429,ORIC,"{'Oric Pharmaceuticals ', 'Oric'}"
3430,ORLY,"{'Company name: ORLY', ""O'Reilly Automotive ""}"
3431,ORMP,"{'Oramed', 'Oramed Pharmaceuticals '}"
3432,ORRF,"{'Orrstown Financial Services ', 'Orrstown'}"
3433,ORTX,"{'Orchard Therapeutics', 'Orchard Therapeutics plc'}"
3434,OSA,"{'ProSomnus ', 'ProSomnus'}"
3435,OSAAW,"{'ProSomnus ', 'ProSomnus'}"
3436,OSBC,"{'Old Second Bank', 'Old Second Ban '}"
3437,OSIS,"{'OSI', 'OSI Systems '}"
3438,OSPN,"{'OneSpan', 'OneSpan '}"
3439,OSS,"{'One Stop Systems ', 'OSS'}"
3440,OST,"{'Ostin Technology Group', 'Ostin'}"
3441,OSTK,"{'Overstock.com ', 'Overstock'}"
3442,OSUR,"{'OraSure Technologies ', 'OraSure'}"
3443,OSW,"{'OneSpaWorld', 'OneSpaWorld Holdings '}"
3444,OTEC,"{'OceanTech', 'OceanTech Acquisitions I '}"
3445,OTECU,"{'OceanTech', 'OceanTech Acquisitions I '}"
3446,OTECW,"{'OceanTech', 'OceanTech Acquisitions I '}"
3447,OTEX,"{'OpenText', 'Open Text '}"
3448,OTLK,"{'Outlook Therapeutics ', 'Outlook Therapeutics'}"
3449,OTLY,"{'Oatly', 'Oatly Group AB'}"
3450,OTMO,"{'Otonomo', 'Otonomo Technologies '}"
3451,OTMOW,"{'Otonomo', 'Otonomo Technologies '}"
3452,OTRK,"{'Ontrak ', 'Ontrak'}"
3453,OTRKP,"{'Ontrak ', 'Ontrak'}"
3454,OTTR,"{'OTTR', 'Otter Tail '}"
3455,OVBC,"{'Ohio Valley Banc', 'Ohio Valley Banc '}"
3456,OVID,"{'Ovid', 'Ovid Therapeutics '}"
3457,OVLY,"{'Oak Valley Ban (CA)', 'Oak Valley Bank'}"
3458,OXBR,"{'Oxbridge', 'Oxbridge Re Holdings '}"
3459,OXBRW,"{'Oxbridge', 'Oxbridge Re Holdings '}"
3460,OXLC,"{'Oxford Lane Capital ', 'Oxford Lane'}"
3461,OXLCL,"{'Oxford Lane Capital ', 'Oxford Lane'}"
3462,OXLCM,"{'Oxford Lane Capital ', 'Oxford Lane'}"
3463,OXLCN,"{'Oxford Lane Capital ', 'Oxford Lane'}"
3464,OXLCO,"{'Oxford Lane Capital ', 'Oxford Lane'}"
3465,OXLCP,"{'Oxford Lane Capital ', 'Oxford Lane'}"
3466,OXLCZ,"{'Oxford Lane Capital ', 'Oxford Lane Capital'}"
3467,OXSQ,"{'Oxford Square', 'Oxford Square Capital '}"
3468,OXSQG,"{'Oxford Square', 'Oxford Square Capital '}"
3469,OXSQL,"{'Oxford Square', 'Oxford Square Capital '}"
3470,OXSQZ,"{'Oxford Square', 'Oxford Square Capital '}"
3471,OXUS,"{'Oxus Acquisition', 'Oxus Acquisition '}"
3472,OXUSU,"{'Oxus Acquisition', 'Oxus Acquisition '}"
3473,OXUSW,"{'Oxus Acquisition ', ""Sorry, but I can't generate a response to that text.""}"
3474,OZK,"{'Bank OZK', 'OZK'}"
3475,OZKAP,"{'Bank OZK', 'OZK'}"
3476,PAA,"{'Plains Pipeline', 'Plains All American Pipeline '}"
3477,PABU,"{'iShares', 'iShares Paris-Aligned Climate MSCI USA '}"
3478,PACB,"{'PacBio', 'Pacific Biosciences of California '}"
3479,PACW,"{'PacWest Ban', 'PacWest Bank'}"
3480,PACWP,"{'PacWest Ban', 'PacWest Bank'}"
3481,PAGP,"{'Plains GP', 'Plains GP Holdings '}"
3482,PAHC,"{'Phibro', 'Phibro Animal Health '}"
3483,PALI,"{'Palisade Bio ', 'Palisade Bio'}"
3484,PALT,"{'Paltalk', 'Paltalk '}"
3485,PANL,"{'Pangaea Logistics', 'Pangaea Logistics Solutions '}"
3486,PANW,"{'PAN', 'Palo Alto Networks '}"
3487,PARA,"{'Paramount Global', 'Paramount'}"
3488,PARAA,"{'Paramount Global', 'Paramount'}"
3489,PARAP,"{'Paramount Global', 'Paramount'}"
3490,PASG,"{'Passage Bio ', 'PASG'}"
3491,PATI,"{'Patriot Transportation', 'Patriot Transportation Holding '}"
3492,PATK,"{'Pati', 'Patrick Industries '}"
3493,PAVM,"{'Pavmed', 'PAVmed '}"
3494,PAVMZ,"{'Pavmed', 'PAVmed '}"
3495,PAVS,"{'Paranovus Entertainment Technology ', 'Paranovus'}"
3496,PAX,"{'Patria', 'Patria Investments '}"
3497,PAYO,"{'Payoneer', 'Payoneer Global '}"
3498,PAYOW,"{'Payoneer', 'Payoneer Global '}"
3499,PAYS,"{'PaySign', 'Paysign '}"
3500,PAYX,"{'Paychex ', 'Paychex'}"
3501,PBAX,"{'Phoenix Biotech Acquisition ', 'Phoenix Biotech'}"
3502,PBAXU,"{'Phoenix Biotech Acquisition ', 'Phoenix Biotech'}"
3503,PBAXW,"{'Phoenix Biotech Acquisition ', 'Phoenix Biotech'}"
3504,PBBK,"{'PB Bankshares', 'PB Bankshares '}"
3505,PBFS,"{'Pioneer', 'Pioneer Ban '}"
3506,PBHC,"{'Pathfinder', 'Pathfinder Ban '}"
3507,PBLA,"{'Panbela', 'Panbela Therapeutics '}"
3508,PBPB,"{'Potbelly', 'Potbelly '}"
3509,PBTS,"{'Powerbridge', 'Powerbridge Technologies'}"
3510,PBYI,"{'Puma', 'Puma Biotechnology '}"
3511,PCAR,"{'PACCAR', 'PACCAR '}"
3512,PCB,"{'PCB', 'PCB Ban'}"
3513,PCCT,"{'PerCap', 'Perception Capital'}"
3514,PCCTU,"{'PerCap', 'Perception Capital'}"
3515,PCCTW,"{'PerCap', 'Perception Capital'}"
3516,PCH,"{'PotlatchDeltic', 'PotlatchDeltic '}"
3517,PCRX,"{'Pacira BioSciences ', 'Pacira'}"
3518,PCSA,"{'Processa Pharmaceuticals ', 'Processa Pharmaceuticals'}"
3519,PCT,"{'PureCycle', 'PureCycle Technologies '}"
3520,PCTI,"{'PCTEL ', 'PCTEL'}"
3521,PCTTU,"{'PureCycle', 'PureCycle Technologies '}"
3522,PCTTW,"{'PureCycle', 'PureCycle Technologies '}"
3523,PCTY,"{'Paylocity', 'Paylocity Holding '}"
3524,PCVX,"{'Vaxcyte', 'Vaxcyte '}"
3525,PCYG,"{'Park City Group', 'Park City Group '}"
3526,PCYO,"{'Pure Cycle ', 'Pure Cycle'}"
3527,PDBA,"{'Invesco Agriculture Commodity Strategy No K-1 ', 'Invesco'}"
3528,PDBC,"{'Invesco', 'Invesco Optimum Yield Diversified Commodity Strategy No K-1 '}"
3529,PDCO,"{'Patterson Companies ', 'Patterson'}"
3530,PDD,"{'PDD Holdings ', 'PDD Holdings'}"
3531,PDEX,"{'Pro-Dex ', 'Pro-Dex'}"
3532,PDFS,"{'PDF Solutions', 'PDF Solutions '}"
3533,PDLB,"{'Ponce Financial', 'Ponce Financial Group '}"
3534,PDP,"{'Invesco', 'Invesco Dorsey Wright Momentum '}"
3535,PDSB,"{'PDS Biotechnology ', 'PDS Bio'}"
3536,PEBK,"{'Peoples Bank', 'Peoples Ban of North Carolina '}"
3537,PEBO,"{'Peoples Ban ', ""People's Ban""}"
3538,PECO,"{'Phillips Edison &', 'PECO'}"
3539,PEGA,"{'Pega', 'Pegasystems '}"
3540,PEGR,"{'Energy Reimagined', 'Project Energy Reimagined Acquisition '}"
3541,PEGRU,"{'Energy Reimagined', 'Project Energy Reimagined Acquisition '}"
3542,PEGRW,"{'Energy Reimagined', 'Project Energy Reimagined Acquisition '}"
3543,PEGY,"{'Pineapple Energy', 'Pineapple Energy '}"
3544,PENN,"{'PENN Entertainment ', 'PENN'}"
3545,PEP,"{'PepsiCo ', 'Pepsi'}"
3546,PEPG,"{'PepGen', 'PepGen '}"
3547,PEPL,"{'PepperLime Health Acquisition ', 'PepperLime'}"
3548,PEPLU,"{'PepperLime Health Acquisition ', 'PepperLime'}"
3549,PEPLW,"{'PepperLime Health Acquisition ', 'PepperLime'}"
3550,PERI,"{'Perion Network ', 'Perion'}"
3551,PESI,"{'Perma-Fix Environmental Services ', 'Perma-Fix'}"
3552,PET,"{'Wag! Group ', 'Wag'}"
3553,PETQ,"{'PetIQ ', 'PetIQ'}"
3554,PETS,"{'PetMed Express ', 'PetMed Express'}"
3555,PETV,"{'PetVivo Holdings ', 'PetVivo'}"
3556,PETVW,"{'PetVivo Holdings ', 'PetVivo'}"
3557,PETWW,"{'Wag! Group ', 'Wag'}"
3558,PETZ,"{'TDH Holdings ', 'TDH Holdings'}"
3559,PEV,"{'Phoenix Motor ', 'Phoenix Motors'}"
3560,PEY,"{'Invesco', 'Invesco High Yield Equity Dividend Achievers '}"
3561,PEZ,"{'Invesco', 'Invesco Dorsey Wright Consumer Cyclicals Momentum '}"
3562,PFBC,{'Preferred Bank'}
3563,PFC,"{'Premier Financial', 'Premier Finance'}"
3564,PFF,"{'iShares', 'iShares Preferred and ome Securities '}"
3565,PFG,"{'Pripal Financial Group ', 'Pripal'}"
3566,PFI,"{'Invesco', 'Invesco Dorsey Wright Financial Momentum '}"
3567,PFIE,"{'Profire', 'Profire Energy '}"
3568,PFIN,"{'PFI', 'P & F Industries '}"
3569,PFIS,{'Peoples Financial Services'}
3570,PFM,"{'Invesco', 'Invesco Dividend Achievers '}"
3571,PFMT,"{'Performant Financial ', 'Performant'}"
3572,PFSW,"{'PFSweb', 'PFSweb '}"
3573,PFTA,"{'Portage Fintech Acquisition ', 'Portage'}"
3574,PFTAU,"{'Portage Fintech Acquisition ', 'Portage'}"
3575,PFTAW,"{'Portage Fintech Acquisition ', 'Portage Fintech'}"
3576,PFX,{'PhenixFIN'}
3577,PFXNZ,{'PhenixFIN'}
3578,PGC,"{'Peapack-Gladstone Financial ', 'PeaPack-Gladstone Financial'}"
3579,PGEN,"{'Precigen ', 'Precigen'}"
3580,PGJ,"{'Invesco', 'Invesco Golden Dragon China '}"
3581,PGNY,"{'Progyny ', 'Progyny'}"
3582,PGY,"{'Pagaya', 'Pagaya Technologies '}"
3583,PGYWW,"{'Pagaya', 'Pagaya Technologies '}"
3584,PHAR,"{'Pharming', 'Pharming Group N.V.'}"
3585,PHAT,"{'Phathom Pharmaceuticals ', 'Phathom'}"
3586,PHIO,"{'Phio Pharmaceuticals ', 'Phio'}"
3587,PHO,"{'Invesco', 'Invesco Water Resources '}"
3588,PHUN,"{'Phunware', 'Phunware '}"
3589,PHUNW,"{'Phunware', 'Phunware '}"
3590,PHVS,"{'Pharvaris N.V.', 'Porsche'}"
3591,PHXM,"{'PHAXIAM', 'PHAXIAM Therapeutics S.A.'}"
3592,PI,"{'Impinj ', 'Impinj'}"
3593,PID,"{'Invesco International Dividend Achievers ', 'Invesco'}"
3594,PIE,"{'Invesco', 'Invesco Dorsey Wright Emerging Markets Momentum '}"
3595,PIII,"{'P3', 'P3 Health Partners '}"
3596,PIIIW,"{'P3', 'P3 Health Partners '}"
3597,PIK,"{'Kidpik', 'Kidpik '}"
3598,P,"{'Premier ', 'Sorry, but I need more information to provide an accurate answer. Can you please specify the company you are referring to?'}"
3599,PIO,"{'Invesco', 'Invesco Global Water '}"
3600,PIRS,"{'Pieris', 'Pieris Pharmaceuticals '}"
3601,PIXY,"{'ShiftPixy', 'ShiftPixy '}"
3602,PIZ,"{'Invesco', 'Invesco Dorsey Wright Developed Markets Momentum '}"
3603,PKBK,"{'Parke Ban ', 'Park Bank'}"
3604,PKOH,"{'Park-Ohio', 'Park-Ohio Holdings '}"
3605,PKW,"{'Invesco', 'Invesco BuyBack Achievers '}"
3606,PLAB,"{'Photronics', 'Photronics '}"
3607,PLAO,"{'Patria Latin American Opportunity Acquisition ', 'Patria Acquisition'}"
3608,PLAOU,"{'Patria Latin American Opportunity Acquisition ', 'Patria Acquisition'}"
3609,PLAOW,"{'Patria Latin American Opportunity Acquisition ', 'Patria Acquisition'}"
3610,PLAY,"{""Dave & Buster's Entertainment "", ""Dave & Buster's""}"
3611,PLBC,{'Plumas Ban'}
3612,PLBY,"{'PLBY Group', 'Playboy'}"
3613,PLCE,"{""Children's Place(The)"", ""Children's Place""}"
3614,PLL,{'Piedmont Lithium'}
3615,PLMI,"{'Plum', 'Plum Acquisition'}"
3616,PLMIU,"{'Plum', 'Plum Acquisition'}"
3617,PLMIW,"{'Plum', 'Plum Acquisition'}"
3618,PLMR,"{'Palomar Holdings ', 'Palomar'}"
3619,PLPC,"{'PLP', 'Preformed Line Products '}"
3620,PLRX,"{'Pliant Therapeutics', 'Pliant Therapeutics '}"
3621,PLSE,"{'Pulse Biosciences ', 'Pulse'}"
3622,PLTK,"{'Playtika', 'Playtika Holding '}"
3623,PLTN,"{'Plutonian Acquisition ', 'Plutonian'}"
3624,PLTNR,"{'Plutonian Acquisition ', 'Plutonian'}"
3625,PLTNU,"{'Plutonian Acquisition ', 'Plutonian'}"
3626,PLTNW,"{'Plutonian Acquisition ', 'Plutonian Acquisition'}"
3627,PLUG,"{'Plug Power ', 'Plug Power'}"
3628,PLUR,"{'Company: PLUR\nCommon Name: PLUR', 'Pluri '}"
3629,PLUS,"{'ePlus ', 'ePlus'}"
3630,PLXS,"{'Plexus ', 'Plexus'}"
3631,PLYA,"{'Playa Hotels', 'Playa Hotels & Resorts N.V.'}"
3632,PMCB,"{'PharmaCyteBiotech ', 'PharmaCyte'}"
3633,PMD,"{'Psychemedics ', 'Psychemedics'}"
3634,PMGM,"{'Priveterra', 'Priveterra Acquisition'}"
3635,PMGMU,"{'Priveterra', 'Priveterra Acquisition'}"
3636,PMGMW,"{'Priveterra', 'Priveterra Acquisition'}"
3637,PMN,"{'ProMIS Neurosciences ', 'ProMIS'}"
3638,PMTS,"{'CPI Card', 'CPI Card Group '}"
3639,PMVP,"{'PMV', 'PMV Pharmaceuticals '}"
3640,PNBK,"{'Patriot National Ban ', 'Patriot National Bank'}"
3641,PNFP,"{'Pinnacle', 'Pinnacle Financial Partners '}"
3642,PNFPP,"{'Pinnacle', 'Pinnacle Financial Partners '}"
3643,PNQI,"{'Invesco Nasdaq Internet ', 'Invesco'}"
3644,PNRG,"{'PrimeEnergy Resources ', 'PrimeEnergy'}"
3645,PNT,"{'POINT Biopharma Global', 'POINT'}"
3646,PNTG,"{'The Pennant Group ', 'Pennant'}"
3647,POAI,"{'Predictive Oncology ', 'Predictive Oncology'}"
3648,POCI,{'Precision Optics'}
3649,PODC,"{'Courtside Group ', 'Courtside'}"
3650,PODD,"{'Insulet ', 'OmniPod'}"
3651,POET,"{'POET', 'POET Technologies '}"
3652,POLA,"{'Polar Power', 'Polar Power '}"
3653,POOL,"{'Company', 'Pool '}"
3654,POTX,"{'Cannabis Corp', 'Global X Cannabis '}"
3655,POWI,"{'Power Integrations', 'Power Integrations '}"
3656,POWL,"{'Powell Industries ', 'Powell'}"
3657,POWW,"{'AMMO ', 'Power Corporation'}"
3658,POWWP,"{'AMMO ', ""Company's Common Name: AMMO""}"
3659,PPBI,"{'Pacific Premier Ban ', 'Pacific Premier Bank'}"
3660,PPBT,"{'Purple Biotech', 'Purple Biotech '}"
3661,PPC,"{""Pilgrim's"", ""Pilgrim's Pride ""}"
3662,PPH,"{'VanEck Pharmaceutical ', 'PPH'}"
3663,PPHP,"{'PHP Ventures Acquisition ', 'PHP Ventures'}"
3664,PPHPR,"{'PHP Ventures Acquisition ', 'PHP Ventures'}"
3665,PPHPU,"{'PHP Ventures Acquisition ', 'PHP Ventures Acquisition'}"
3666,PPHPW,"{'PHP Ventures Acquisition ', 'PHP Ventures'}"
3667,PPIH,"{'Perma-Pipe International Holdings ', 'Perma-Pipe'}"
3668,PPSI,"{'Pioneer', 'Pioneer Power Solutions '}"
3669,PPTA,"{'Perpetua Resources', 'Perpetua Resources '}"
3670,PPYA,"{'Papaya', 'Papaya Growth Opportunity'}"
3671,PPYAU,"{'Papaya', 'Papaya Growth Opportunity'}"
3672,PPYAW,"{'Papaya', 'Papaya Growth Opportunity'}"
3673,PRAA,"{'PRA Group', 'PRA Group '}"
3674,PRAX,"{'Praxis', 'Praxis Precision Medicines '}"
3675,PRCH,"{'Porch Group ', 'Porch'}"
